,City,country,Latitude,Longitude,Location,State,State Code
1249,Spanish Springs,United States,39.675016,-119.676281,"Spanish Springs, Washoe, NV, Optional[NV]",Nevada,NV
1250,Salida,United States,37.7057623,-121.0849369,"Salida, CA",California,CA
1251,Wales,United Kingdom,53.34061,-1.28162,"Trostre, Wales, Wales",England,ENG
1252,Santander,Spain,43.4620412,-3.8099719,Santander,Cantabria,CB
1253,Wales,United States,48.895238,-98.600806,"Crickhowell, Wales, Wales",North Dakota,ND
1254,Tangent,United States,44.5440387,-123.109291,"Tangent, OR",Oregon,OR
1255,Trenton,United States,39.4808905,-84.4577222,"Trenton, OH",Ohio,OH
1256,Borough of Charnwood,United Kingdom,52.7322858,-1.1427158,"Mountsorrel, England, England",England,ENG
1257,Chesapeake,United States,38.4280541,-82.4572416,"Chesapeake, OH",Ohio,OH
1258,Warren,United States,42.892396,-74.933234,"Warren, Herkimer, NY, Optional[NY]",New York,NY
1259,Warsaw,United States,40.359211,-91.4345978,"Warsaw, IL",Illinois,IL
1260,Mount Carmel,United States,38.4108801,-87.7614174,"Mount Carmel, IL",Illinois,IL
1261,Washington,United States,40.7584326,-74.9793378,"Washington, NJ",New Jersey,NJ
1262,Socorro,United States,31.633169,-106.2685913,"San Ysidro Colonia, TX",Texas,TX
1263,East Saint Louis,United States,38.6133731,-90.14629,"East Saint Louis, IL",Illinois,IL
1264,Tranent,United Kingdom,55.9444972,-2.9534938,"Tranent, Scotland, Scotland",Scotland,SCT
1265,Portland,Australia,-38.3456231,141.6042304,"Portland, Victoria, Victoria",Victoria,VIC
1266,Sandstone,United States,37.7739969,-80.8904561,"Sandstone, WV",West Virginia,WV
1267,Shire Of Northampton,Australia,-28.18581,114.35192,MOUNT ALBERT,Western Australia,WA
1268,Garapan,United States,15.1909825,145.746743003024,Saipan,Northern Mariana Islands,MP
1269,Huntley,United States,42.1722503,-88.42692,"Huntley, IL",Illinois,IL
1270,São Vicente,Brazil,-23.9627118,-46.3846595,"São Vicente, São Paulo, São Paulo",São Paulo,SP
1271,Sydney,Australia,-34.0312587,151.0567639,"Sutherland, New South Wales, New South Wales",New South Wales,NSW
1272,Saundersfoot,United Kingdom,51.7220045,-4.7180532,"Saundersfoot, Wales, Wales",Wales,WLS
1273,Mount Gambier,Australia,-37.8301386,140.7842627,Mount Gambier,South Australia,SA
1274,Camdenton,United States,38.0050131,-92.7507122,"Camdenton, MO",Missouri,MO
1275,Wakefield,United States,42.2692593,-96.8649303,"Wakefield, NE",Nebraska,NE
1276,Centerville,United States,39.5245453,-77.2716494,"Centerville, MD",Maryland,MD
1277,Fontaine-lès-Dijon,France,47.3416545,5.0218591,Fontaine-lès-Dijon,Bourgogne-Franche-Comté,BFC
1278,Teignbridge,United Kingdom,50.549595,-3.5955735,"Kingsteignton, England, England",England,ENG
1279,Mont-Joli,Canada,48.583875,-68.183899,"Mont-Joli, QC",Quebec,QC
1280,Anthem,United States,33.8613328,-112.1254665,"Anthem, AZ",Arizona,AZ
1281,San Antonio Prairie,United States,30.4579851,-96.7833116,"San Antonio Prairie, TX",Texas,TX
1282,Gateshead,United Kingdom,54.9528506,-1.6874734,"Swalwell, England, England",England,ENG
1283,Terrebonne,Canada,45.7003711,-73.8070082,"Saint-Louis-de-Terrebonne, QC",Quebec,QC
1284,Test Valley,United Kingdom,51.1393682,-1.5811102,"Middle Wallop, England, England",England,ENG
1285,Canterbury,United States,38.44124,-78.07889,"Canterbury, Culpeper, VA, Optional[VA]",Virginia,VA
1286,Bargoed,United Kingdom,51.6929046,-3.2300431,"Bargoed, Wales, Wales",Wales,WLS
1287,Mahesana,India,23.6080139,72.3913303,Mehsana ,Gujarat,GJ
1288,Saint Helens,United States,45.8640034,-122.8064922,Saint Helens,Oregon,OR
1289,Waverly,United States,40.91742,-96.528167,"Waverly, NE",Nebraska,NE
1290,Sandwich,United States,41.6458633,-88.6217432,"Sandwich, IL",Illinois,IL
1291,Iron Mountain,United States,45.820233,-88.06596,"Iron Mountain, MI",Michigan,MI
1292,San Luis,United States,32.4934395,-114.7737551,"San Luis, AZ",Arizona,AZ
1293,Pocono Township,United States,41.0953683,-75.3249054,"Swiftwater, PA",Pennsylvania,PA
1294,Brynmawr,United Kingdom,51.7963934,-3.1738239,"Brynmawr, Wales, Wales",Wales,WLS
1295,Town of Saint Andrews,Canada,45.0749302,-67.0516937,"Saint Andrews, NB",New Brunswick,NB
1296,Clinton,United States,35.5156056,-98.9673069,"Clinton, OK",Oklahoma,OK
1297,Selah,United States,46.6540065,-120.530272,"Selah, WA",Washington,WA
1298,Vicenza,Italy,45.5488306,11.5478825,Vicenza,Veneto,VEN
1299,Sanford,United States,43.672805,-84.380554,"Sanford, MI",Michigan,MI
1300,Sinton,United States,28.034685,-97.5085762,"Sinton, TX",Texas,TX
1301,Frontier,United States,46.800112,-96.83360754715514,"Frontier, ND",North Dakota,ND
1302,Partido de Almirante Brown,Argentina,-34.7685916,-58.3394775,"Santa Ana, San Jose, San Jose",Buenos Aires,B
1303,Stanton,United States,33.79410005,-117.99510059728792,"Stanton, CA",California,CA
1304,Wauseon,United States,41.546069,-84.1362047,"Wauseon, OH",Ohio,OH
1305,Tembisa,South Africa,-26.0221753,28.2014478,Tembisa,Gauteng,GT
1306,Sandpoint,United States,48.2765903,-116.553247,"Sandpoint, ID",Idaho,ID
1307,Versailles,United States,38.052576,-84.7299464,"Versailles, KY",Kentucky,KY
1308,Pleasant Site,United States,34.5420398,-88.0653178,"Pleasant Site, AL",Alabama,AL
1309,Long Beach,United States,33.7586967,-118.13715272157569,"Belmont Shore, CA",California,CA
1310,Sydney,Australia,-33.7971937,151.2879845,"Manly, New South Wales, New South Wales",New South Wales,NSW
1311,Sydney,Australia,-33.833532,151.0218891,"Clyde, New South Wales, New South Wales",New South Wales,NSW
1312,Mount Holly Township,United States,39.9928898,-74.7876624,"Mount Holly, NJ",New Jersey,NJ
1313,Ridgefield,United States,45.8167616,-122.7433775,"Ridgefield, WA",Washington,WA
1314,Kelso,United States,46.1421249,-122.905299,"Kelso, WA",Washington,WA
1315,St. John,United States,41.4500356,-87.4700381,"Saint John, IN",Indiana,IN
1316,Savage,United States,44.7779041,-93.3356204,"Savage, MN",Minnesota,MN
1317,Moses,United States,46.4272569,-117.2067716,"Moses, WA",Washington,WA
1318,Southampton,United Kingdom,50.8757192,-1.2659524,"Swanwick, England, England",England,ENG
1319,City Of Mandurah,Australia,-32.5624396,115.6894254,"Erskine, Western Australia, Western Australia",Western Australia,WA
1320,Derby,Australia,-17.3031912,123.6287226,"Derby, Western Australia, Western Australia",Western Australia,WA
1321,Hermantown,United States,46.8068852,-92.2382464,"Hermantown, MN",Minnesota,MN
1322,Edenton,United States,36.057938,-76.6077213,"Edenton, NC",North Carolina,NC
1323,Warwick,Australia,-28.2163204,152.0327039,Warwick,Queensland,QLD
1324,Buckley,United States,47.1622483,-122.027746,"Buckley, WA",Washington,WA
1325,Waynesville,United States,39.5297824,-84.086601,"Waynesville, OH",Ohio,OH
1326,Savannah,United States,35.2248034,-88.2492037,"Savannah, TN",Tennessee,TN
1327,Saguenay,Canada,48.405959,-71.069183,"Saguenay, QC",Quebec,QC
1328,Ottawa,Canada,45.4208777,-75.6901106,Ōtawa,Ontario,ON
1329,Cambron-Saint-Vincent,Belgium,50.5827811,3.9162237,"Cambron-Saint-Vincent, Hainaut",Hainaut,WHT
1330,London,United Kingdom,51.511006,-0.24816,"East Acton, England, England",England,ENG
1331,International Falls,United States,48.601033,-93.4105904,"International Falls, MN",Minnesota,MN
1332,Centre,United States,34.1520406,-85.6788531,"Centre, AL",Alabama,AL
1333,Lévis,Canada,46.7000531,-71.3965556,"Saint-Nicolas, QC",Quebec,QC
1334,Stanton,United States,43.292532,-85.081407,"Stanton, MI",Michigan,MI
1335,Polacca,United States,35.836495,-110.38135,"First Mesa, AZ",Arizona,AZ
1336,Armadale,Australia,-32.152266,116.0147457,"Armadale, Western Australia, Western Australia",Western Australia,WA
1337,Warr Acres,United States,35.5225569,-97.6189353,"Warr Acres, OK",Oklahoma,OK
1338,Tremonton,United States,41.7120775,-112.1657795,"Tremonton, UT",Utah,UT
1339,Wasaga Beach,Canada,44.5224813,-80.0203156,"Wasaga Beach, ON",Ontario,ON
1340,Sargodha,Pakistan,32.0898005,72.6782574,Sargodha,Punjab,PB
1341,Mimoso do Sul,Brazil,-21.0645028,-41.373497,"Serra, Espírito Santo, Espírito Santo",Espírito Santo,ES
1342,Desert Mountain,United States,35.314484,-106.515303,"Desert Mountain, NM",New Mexico,NM
1343,Piedmont,United States,35.6419952,-97.7464345,"Piedmont, OK",Oklahoma,OK
1344,Logan City,Australia,-27.662885,153.05160550074805,"Browns Plains, Queensland, Queensland",Queensland,QLD
1345,Wallington,United Kingdom,51.98785,-0.11898,"Wallington, South East England, England, England",England,ENG
1346,Corrientes,Argentina,-27.4687004,-58.8311982,Corrientes,Corrientes,W
1347,Winthrop Harbor,United States,42.478934,-87.8238485,"Winthrop Harbor, IL",Illinois,IL
1348,Wales,United Kingdom,53.34061,-1.28162,"Mamhilad, Wales, Wales",England,ENG
1349,West Canton,United States,35.5378833,-82.8581898,"West Canton, NC",North Carolina,NC
1350,State College,United States,40.77760755,-77.86503836838423,"Greentree, PA",Pennsylvania,PA
1351,Vermontville,United States,42.6289247,-85.0241621,"Vermontville, MI",Michigan,MI
1352,Glinton,United Kingdom,52.639224,-0.2958838,"Glinton, England, England",England,ENG
1353,Gladewater,United States,32.5365333,-94.9427169,"Gladewater, TX",Texas,TX
1354,Leavenworth,United States,47.5969138,-120.661081,"Leavenworth, WA",Washington,WA
1355,San Fernando,Peru,-4.31417,-73.43111,"San Fernando, Province of Cebu, Province of Cebu",Loreto,LOR
1356,Elsa,United States,26.2966228,-97.9931057,"Elsa, TX",Texas,TX
1357,Heddon-on-the-Wall,United Kingdom,54.9953705,-1.7916004,"Heddon on the Wall, England, England",England,ENG
1358,Passaic,United States,38.3219655,-94.3482833,"Passaic, MO",Missouri,MO
1359,Kentville,Canada,45.0784875,-64.495212,"Kentville, NS",Nova Scotia,NS
1360,New Salem,United States,39.9016241,-76.7892135,"York New Salem, PA",Pennsylvania,PA
1361,Saint John's,Trinidad and Tobago,10.6608104,-61.3921698,Saint John's,Tunapuna-Piarco,TUP
1362,Huntsville,United States,36.0884253,-93.7375258,"Huntsville, AR",Arkansas,AR
1363,Boonton Township,United States,40.9281542,-74.4443208,"Rockaway Valley, NJ",New Jersey,NJ
1364,Mountain View Acres,United States,34.496663,-117.3489352,"Mountain View Acres, CA",California,CA
1365,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Maryborough, Victoria, Victoria",Tamaulipas,TAM
1366,Watlington,United Kingdom,52.675903,0.389905,"Watlington, South East England, England, England",England,ENG
1367,St Pauls,Australia,-10.183456,142.320848,"Saint Pauls Walden, England, England",Queensland,QLD
1368,Sydney,Australia,-34.0185844,151.11228,Sylvania Waters,New South Wales,NSW
1369,Forest of Dean District,United Kingdom,51.73878765,-2.6406033068192984,"Saint Briavels, England, England",England,ENG
1370,Rosamond,United States,34.8641446,-118.1634075,"Rosamond, CA",California,CA
1371,Perinthalmanna,India,10.9756774,76.2262573,Perinthalmanna,Kerala,KL
1372,Bow,United States,48.5617742,-122.3982194,"Bow, WA",Washington,WA
1373,Oldham,United Kingdom,53.5543565,-2.010290541209692,"Saddleworth, England, England",England,ENG
1374,Sahuarita,United States,31.9575305,-110.9556645,"Sahuarita, AZ",Arizona,AZ
1375,Sat home,India,31.0155,76.52509,Sat home,Punjab,PB
1376,Corrientes,Argentina,-27.475020450000002,-58.8118771375,Antartida Argentina,Corrientes,W
1377,San Benedetto del Tronto,Italy,42.9525328,13.8807144,San Benedetto del Tronto,Marche,MAR
1378,Brisbane City,Australia,-27.4736234,153.0364287,"Kangaroo Point, Queensland",Queensland,QLD
1379,Cooma,Australia,-36.23563,149.1264221,"Cooma, New South Wales, New South Wales",New South Wales,NSW
1380,London,United Kingdom,51.535372550000005,-0.13045610167344124,"Saint Pancras, England, England",England,ENG
1381,Clinton,United States,34.9979453,-78.3233325,"Clinton, NC",North Carolina,NC
1382,Saint-Jérôme,Canada,45.775426,-74.013176,"Saint-Jérôme, QC",Quebec,QC
1383,Atlantic Highlands,United States,40.4078865,-74.034306,"Atlantic Highlands, NJ",New Jersey,NJ
1384,Louisville,United States,38.2528489,-85.6557947,"Saint Matthews, KY",Kentucky,KY
1385,Cotswold District,United Kingdom,51.8840725,-1.7573118,"Bourton on the Water, England, England",England,ENG
1386,Bedwas,United Kingdom,51.5953767,-3.2001004,"Bedwas, Wales, Wales",Wales,WLS
1387,Wales,United Kingdom,53.34061,-1.28162,"Ffald-y-Brenin, Wales, Wales",England,ENG
1388,Besançon,France,47.2380222,6.0243622,Besançon,Bourgogne-Franche-Comté,BFC
1389,North Huntingdon,United States,40.324802,-79.746712,"North Huntingdon, PA",Pennsylvania,PA
1390,Denton,United States,35.6334713,-80.1158813,"Denton, NC",North Carolina,NC
1391,Jāntā,India,23.07551,85.48316,Janta Tok,Jharkhand,JH
1392,Warwick,United Kingdom,52.3711485,-1.4948832,"Baginton, England, England",England,ENG
1393,Montana,Australia,-41.59279,146.57657,Montana,Tasmania,TAS
1394,Sydney,Australia,-33.9185861,151.204692,"Rosebery, New South Wales, New South Wales",New South Wales,NSW
1395,West Milwaukee,United States,43.0125142,-87.9725861,"West Milwaukee, WI",Wisconsin,WI
1396,Hunter's Creek,United States,28.3568934,-81.4522687,"Hunters Creek, FL",Florida,FL
1397,Swagg,United States,33.374558,-85.5480106,"Swagg, AL",Alabama,AL
1398,Wales,United Kingdom,53.34061,-1.28162,"Llandow, Wales, Wales",England,ENG
1399,Manassas Park,United States,38.7718134,-77.452723,"Manassas Park, VA",Virginia,VA
1400,Huntington Woods,United States,42.4805913,-83.1668713,"Huntington Woods, MI",Michigan,MI
1401,Antioch,United States,36.2753371,-85.6583124,"Antioch, TN",Tennessee,TN
1402,Mount Pleasant,United States,35.5342414,-87.206954,"Mount Pleasant, TN",Tennessee,TN
1403,Sabattus,United States,44.1197959,-70.107553,"Sabattus, ME",Maine,ME
1404,Atlanta,United States,33.752907,-84.384882,"East Atlanta, GA",Georgia,GA
1405,Eatontown,United States,40.2962222,-74.0509725,"Eatontown, NJ",New Jersey,NJ
1406,Nestleway Acres,United States,35.9965257,-80.3497753,"Nestleway Acres, NC",North Carolina,NC
1407,Digboi,India,27.349747,95.6476352,"Powāi, Assam, Assam",Assam,AS
1408,Saint-Laurent-du-Var,France,43.6690101,7.1906969,Saint-Laurent-du-Var,Provence-Alpes-Côte d'Azur,PAC
1409,Town of Mount Morris,United States,42.7256184,-77.8741695,"Mount Morris, NY",New York,NY
1410,Karachi,Pakistan,24.9436232,67.2119855,Malīr Cantonment,Sindh,SD
1411,Stewarton,United Kingdom,55.680265,-4.5153023,"Stewarton, Scotland, Scotland",Scotland,SCT
1412,Pleasant Valley,United States,41.747075,-73.82482,"Pleasant Valley, Dutchess, NY, Optional[NY]",New York,NY
1413,Saddle River,United States,41.0317637,-74.1020866,"U Saddle River, NJ",New Jersey,NJ
1414,Prosser,United States,46.2067583,-119.76916,"Prosser, WA",Washington,WA
1415,Sandy Hook,United States,38.0864739,-83.1262839,"Sandy Hook, KY",Kentucky,KY
1416,Greenville,United States,35.572627,-77.318873,"Wapping, CT",North Carolina,NC
1417,Centerville,United States,40.9180005,-111.8721601,"Centerville, UT",Utah,UT
1418,Chippewa,United States,41.2378588,-76.7769033,"Chippewa, PA",Pennsylvania,PA
1419,San Juan,United States,26.1892409,-98.1552872,"San Juan, TX",Texas,TX
1420,Santa Fe,United States,29.3780129,-95.1057625,"Santa Fe, TX",Texas,TX
1421,Saint Louis,United States,35.0742444,-96.853076,"Saint Louis, OK",Oklahoma,OK
1422,Sumner,United States,47.2061882,-122.2312383,"Sumner, WA",Washington,WA
1423,Lamesa,United States,32.7357287,-101.9550202,"Lamesa, TX",Texas,TX
1424,DuPont,United States,47.0990689,-122.637546,"DuPont, WA",Washington,WA
1425,Clyde Hill,United States,47.631569,-122.2181054,"Clyde Hill, WA",Washington,WA
1426,St. Paul,United States,39.4279074,-85.6280248,"Saint Paul, IN",Indiana,IN
1427,Felixstowe,United Kingdom,51.96667,1.35,"Walton, Suffolk, East of England, England, England",England,ENG
1428,Port Clinton,United States,41.5119954,-82.9376919,"Port Clinton, OH",Ohio,OH
1429,Newcastle-Maitland,Australia,-32.7316683,151.5511123,"Maitland, New South Wales, New South Wales",New South Wales,NSW
1430,La Crescent,United States,43.8280216,-91.3040274,"La Crescent, MN",Minnesota,MN
1431,Rocky Mountain House,Canada,52.3768803,-114.9183995,"Rocky Mountain House, AB",Alberta,AB
1432,Ciudad Victoria,Mexico,23.743943,-99.146791,"Southern Cross, Victoria, Victoria",Tamaulipas,TAM
1433,Wadesboro,United States,34.9681767,-80.07674,"Wadesboro, NC",North Carolina,NC
1434,Mahesana,India,23.6080139,72.3913303,Mehsana,Gujarat,GJ
1435,Warrensville Heights,United States,41.43535,-81.514824,"Warrensville Heights, OH",Ohio,OH
1436,Swindon,United Kingdom,51.5547369,-1.7573928,"Walton, South West England, England, England",England,ENG
1437,Mountainview,United States,38.5665114,-77.6047105,"Mountainview, VA",Virginia,VA
1438,Bridgewater,Canada,44.3774134,-64.5193946,"Bridgewater, NS",Nova Scotia,NS
1439,Sangrur,India,30.2432006,75.8358123,Sangrūr,Punjab,PB
1440,Orient,United States,39.8031819,-83.1518931,"Orient, OH",Ohio,OH
1441,Central,United States,34.7257424,-82.7804999,"Central, SC",South Carolina,SC
1442,Tidewater,United States,37.8551367,-76.6985687,"Tidewater, VA",Virginia,VA
1443,Blackwater,Australia,-23.5812001,148.8832401,Blackwater,Queensland,QLD
1444,Castle Rock,United States,46.2739907,-122.9049187,"Castle Rock, WA",Washington,WA
1445,Melbourne,Australia,-37.8752637,145.1281258,Mount Waverley,Victoria,VIC
1446,Beaumont,Canada,46.8293593,-71.0105418,"Beaumont, QC",Quebec,QC
1447,North Norfolk,United Kingdom,52.8213308,1.3861979,"North Walsham, England, England",England,ENG
1448,Ironton,United States,38.5367471,-82.6829406,"Ironton, OH",Ohio,OH
1449,Wakefield,United States,43.5685871,-71.0297823,"Wakefield, NH",New Hampshire,NH
1450,Woodland,United States,45.9109715,-122.740832,"Woodland, WA",Washington,WA
1451,Brunswick,United States,43.9145244,-69.9653278,"Brunswick, ME",Maine,ME
1452,Pontiac,United States,40.8808666,-88.6297839,"Pontiac, IL",Illinois,IL
1453,Montezuma,United States,32.3051576,-84.0274073,"Montezuma, GA",Georgia,GA
1454,Brunswick,United States,39.3131621,-77.6281858,"Brunswick, MD",Maryland,MD
1455,South Hill,United States,47.1210893,-122.290702,"South Hill, WA",Washington,WA
1456,Lindsay,United States,36.2030064,-119.08816,"Lindsay, CA",California,CA
1457,City Of Swan,Australia,-31.7659017,116.0295461,Upper Swan,Western Australia,WA
1458,Longueuil,Canada,45.5042755,-73.4216976,"Saint-Hubert, QC",Quebec,QC
1459,Clondalkin,Ireland,53.3136126,-6.3638958,"Ballymount, Dublin, Dublin",Leinster,L
1460,Bradenton,United States,27.46250655,-82.58355426253831,"South Bradenton, FL",Florida,FL
1461,Oak Point,United States,33.1901194,-96.991674,"Oak Point, TX",Texas,TX
1462,Llangynwyd,United Kingdom,51.588686,-3.6309924,"Llangynwyd, Wales, Wales",Wales,WLS
1463,Berwick,Australia,-38.054117,145.333467,"Cheese Factory Corner, NS",Victoria,VIC
1464,Newcastle-Maitland,Australia,-32.9057901,151.6656025,Wallsend,New South Wales,NSW
1465,Mount Lebanon,United States,40.3765,-80.0508,"Mount Lebanon, PA",Pennsylvania,PA
1466,San Benito,United States,36.5096854,-121.0818602,"San Benito, CA",California,CA
1467,Central City,United States,37.2939322,-87.1233292,"Central City, KY",Kentucky,KY
1468,Içara,Brazil,-28.7116553,-49.2971441,"Içara, Santa Catarina, Santa Catarina",Santa Catarina,SC
1469,Kentwood,United States,30.9382358,-90.5089843,"Kentwood, LA",Louisiana,LA
1470,Wales,United States,43.0044549,-88.3767626,"Wales, WI",Wisconsin,WI
1471,Sayreville,United States,40.4635362,-74.3618499,"Sayreville, NJ",New Jersey,NJ
1472,Santo André,Brazil,-7.2198586,-36.6319767,"Santo André, Paraíba, Paraíba",Paraíba,PB
1473,Saint Clair Shores,United States,42.4969652,-82.8890965,"Saint Clair Shores, MI",Michigan,MI
1474,Village of Germantown,United States,43.2286174,-88.1103691,"Germantown, WI",Wisconsin,WI
1475,Stanton,United States,32.1292891,-101.788464,"Stanton, TX",Texas,TX
1476,Milton-Freewater,United States,45.9329103,-118.387755,"Milton-Freewater, OR",Oregon,OR
1477,Santa Anna,United States,31.741298,-99.3250979,"Santa Anna, TX",Texas,TX
1478,Hamilton,Australia,-37.7435744,142.0243127,"Hamilton, Victoria, Victoria",Victoria,VIC
1479,Bentleyville,United States,40.1167387,-80.0083855,"Bentleyville, PA",Pennsylvania,PA
1480,Cwmcarn,United Kingdom,51.6357202,-3.1343214,"Cwmcarn, Wales, Wales",Wales,WLS
1481,Wales,United Kingdom,53.34061,-1.28162,"Cadoxton, Wales, Wales",England,ENG
1482,St. James,United States,43.9824577,-94.6269181,"Saint James, MN",Minnesota,MN
1483,Lake Odessa,United States,42.7847564,-85.1383367,"Lake Odessa, MI",Michigan,MI
1484,Belmont,United Kingdom,51.3437847,-0.2011522,"Belmont, England, England",England,ENG
1485,Sandwich,United Kingdom,51.2752527,1.3408309,"Sandwich, England, England",England,ENG
1486,Lake Point,United States,40.6807774,-112.2630024,"Lake Point, UT",Utah,UT
1487,Hassan,India,13.0070817,76.0992703,Hassan,Karnataka,KA
1488,Bellevue,United States,47.5772408,-122.1684296,"Factoria, WA",Washington,WA
1489,Clinton,United States,36.1034126,-84.1318632,"Clinton, TN",Tennessee,TN
1490,Lecanto,United States,28.8516486,-82.4875982,"Lecanto, FL",Florida,FL
1491,Belmont,France,48.4086571,7.2386756,Belmont,Grand Est,GES
1492,Waynesboro,United States,39.7557827,-77.5776512,"Waynesboro, PA",Pennsylvania,PA
1493,Dronten,Netherlands,52.531389649999994,5.750631211201343,Dronten,Flevoland,FL
1494,King's Lynn and West Norfolk,United Kingdom,52.46282995,0.5375796110681118,Saint Peter’s,England,ENG
1495,São José,Brazil,-27.6157733,-48.6276491,"São José, Santa Catarina, Santa Catarina",Santa Catarina,SC
1496,Tubarão,Brazil,-28.471488,-49.014132,"Tubarão, Santa Catarina, Santa Catarina",Santa Catarina,SC
1497,Pleasant Prairie,United States,42.525108,-87.889613,"Pleasant Pr, WI",Wisconsin,WI
1498,Haleʻiwa,United States,21.5817934,-158.1050145,"Haleiwa, HI",Hawaii,HI
1499,Newcastle upon Tyne,United Kingdom,54.9716047,-1.5541737,"Walker, England, England",England,ENG
1500,Harrogate,United Kingdom,54.1056816,-1.7751028,"Wath, England, England",England,ENG
1501,Wealden District,United Kingdom,51.0942674,0.2691684,"Frant, England, England",England,ENG
1502,Melbourne,Australia,-38.0685384,145.2307493,"Lyndhurst, Victoria, Victoria",Victoria,VIC
1503,Preston,United Kingdom,53.775166,-2.6736491,Ronaldsway,England,ENG
1504,Dasarahalli Nr Kempapura Rd,India,13.05891,77.60905,Dasarahalli Nr Kempapura Rd,Karnataka,KA
1505,Wantage,United States,41.24832285,-74.62453950487713,"Wantage, NJ",New Jersey,NJ
1506,Pensacola Beach,United States,30.3342348,-87.1350979,"Pensacola Beach, Escambia, FL, Optional[FL]",Florida,FL
1507,Jaipur,India,24.90321,93.05814,"Jaipur, Assam, Assam",Assam,AS
1508,Wrexham,United Kingdom,53.0765437,-2.9861093,"Gresford, Wales, Wales",Wales,WLS
1509,Eastpointe,United States,42.4683698,-82.9554746,"Eastpointe, MI",Michigan,MI
1510,Mifflintown,United States,40.5697996,-77.3969339,"Mifflintown, PA",Pennsylvania,PA
1511,Holladay,United States,40.6482809,-111.8368781,"International Gardens, UT",Utah,UT
1512,Llanberis,United Kingdom,53.1189233,-4.1227727,"Llanberis, Wales, Wales",Wales,WLS
1513,Duntocher,United Kingdom,55.9237554,-4.4196997,"Duntocher, Scotland, Scotland",Scotland,SCT
1514,Gentry,United States,36.2675793,-94.4846602,"Gentry, AR",Arkansas,AR
1515,Montgomery,United States,41.167287,-76.874718,"Riverside, Montgomery, OH, Optional[OH]",Pennsylvania,PA
1516,"Anthony, TX",United States,31.9956534,-106.596817,"Anthony, TX",Texas,TX
1517,Atwater,United States,37.3477174,-120.609084,"Atwater, CA",California,CA
1518,Mumbles,United Kingdom,51.57249535,-3.9921708286850968,"The Mumbles, Wales, Wales",Wales,WLS
1519,San Luis Río Colorado,Mexico,32.4517957,-114.7652542,San Luis Río Colorado,Sonora,SON
1520,West Valley City,United States,40.6968906,-112.0213286,"Hunter, UT",Utah,UT
1521,Port Saint John,United States,28.4769458,-80.7886657,"Port Saint John, FL",Florida,FL
1522,City of Salamanca,United States,42.1579214,-78.7151629,"Salamanca, NY",New York,NY
1523,Wales,United States,42.737098,-78.521276,"Ely, Wales, Wales",New York,NY
1524,Swampscott,United States,42.4699241,-70.9171507,"Swampscott, MA",Massachusetts,MA
1525,Interlachen,United States,29.6238574,-81.8903684,"Interlachen, FL",Florida,FL
1526,Punta Gorda,United States,26.9297836,-82.0453664,Punta Gorda,Florida,FL
1527,Balmoral,Australia,-37.166,141.90091,"Manyata, Central, Central",Victoria,VIC
1528,Wall Street,United States,37.6125414,-92.9549046,"Wall Street, MO",Missouri,MO
1529,Village of Fort Edward,United States,43.267206,-73.584709,"Fort Edward, NY",New York,NY
1530,Pontoon Beach,United States,38.7317158,-90.0803839,"Pontoon Beach, IL",Illinois,IL
1531,Santa Cruz,United States,36.9743626,-122.0294673,Santa Cruz,California,CA
1532,Waynesburg,United States,40.6678195,-81.2574297,"Waynesburg, OH",Ohio,OH
1533,Logan City,Australia,-27.6524382,153.1727858,"Shailer Park, Queensland",Queensland,QLD
1534,Grand Mound,United States,46.8025954,-123.0125715,"Grand Mound, WA",Washington,WA
1535,Wistaston,United Kingdom,53.0800255,-2.4770537,"Wistaston, England, England",England,ENG
1536,Trenton,United States,40.0789018,-93.6166074,"Trenton, MO",Missouri,MO
1537,Mountlake Terrace,United States,47.7909667,-122.3066395,"Mountlake Terrace, WA",Washington,WA
1538,Tabasco,Mexico,21.864724,-102.911695,"Villahermosa, Tabasco, Tabasco",Zacatecas,ZAC
1539,Town of Nassau,United States,42.579247,-73.5431693,"North Nassau, NY",New York,NY
1540,Sac Bay,United States,45.6499816,-86.6917988,"Sac Bay, MI",Michigan,MI
1541,West Point,United States,32.8779056,-85.1832746,"West Point, GA",Georgia,GA
1542,Sydney,Australia,-33.7553899,151.1518099,"Gordon, New South Wales, New South Wales",New South Wales,NSW
1543,Wailuku,United States,20.8905443,-156.503093,"Wailuku, HI",Hawaii,HI
1544,Trivento,Italy,41.781407,14.5511246,Trivento,Molise,MOL
1545,North Devon,United Kingdom,51.1083317,-4.161138,"Braunton, England, England",England,ENG
1546,Sydney,Australia,-34.0848421,151.0073838,"Heathcote, New South Wales, New South Wales",New South Wales,NSW
1547,City Of Swan,Australia,-31.8985059,115.9702294,"Guildford, Western Australia, Western Australia",Western Australia,WA
1548,Sydney,Australia,-33.8094444,151.0858333,"West Ryde, New South Wales",New South Wales,NSW
1549,Toppenish,United States,46.3775015,-120.308938,"Toppenish, WA",Washington,WA
1550,Fairmont,United States,43.6521775,-94.4610832,"Fairmont, MN",Minnesota,MN
1551,New York,United States,40.5845085,-73.81679,"Rockaway Beach, NY",New York,NY
1552,Blountstown,United States,30.4435293,-85.0451953,"Blountstown, FL",Florida,FL
